,reviewId,content,label,Target_type
10,88aa5952-f887-4fef-8499-e1884a6de451,ada apa dgn flip kak  hampir tahun setia dgn flip kemarin masih bisa buat transfer sekarang kok gangguan tiap mau buka flip gak bisa dan muncul tulisa provider internet yg di gunakan tidak dapat terhubung ke flip klik tombol bantuan juga gak bisa perlu bgt buat transfer mohon segera di perbaiki,negatif,0
11,9f395fba-bdec-4242-a450-fe7b8fe84b05,aplikasi membantu tpi klo buka flip lemot padahal hp dan sinyal tidak ada masalah untuk transfer dari mandiri virtual acaunt belum bisa,negatif,0
12,0211be48-b06f-4df9-8612-00a716809172,aplikasi bermanfaat namun batas transfer gratis hanya jt hari selebihnya dikenakan trx sekarang pakai banking trf mode bi fast juga segitu biayanya untuk flip andai di tingkatkan lagi limit transfernya hingga jt hari saya yakin flip makin luas biasa,positif,1
13,02afc42d-cc39-4c9d-8aa8-37abd0a3c2fc,dear flip saya menggunakan flip dari pertamakali saya pake sampe sekarang bahwasannya app flip tidak ada perobahan kualitas di dalam app tersebut karna dari awal buka app sampe transaksi selesai itu membutuhkan waktu sangat lama mnt karna di setiap klik menu lodingnya sangat lama tolong di perbaiki lagi karna app lain sangat bagus dan cepat contohnya app oi indonesia tks,negatif,0
14,79a8a3a9-2fb3-442a-97eb-e7a47ea09fcb,aplikasi bagus dapat membantu segala transaksi namun masih ada yang perlu disempurnakan bahwa tidak bisa merubah harga jual pada struk dan tidak dapat cetak struk melalui printer thermal blutooth mohon untuk diperhatikan dan segera diperbaiki sehingga saya bisa edit ubah harga jual dan cetak struk mantap jiwa bravo flip ,positif,1
15,56d296b1-0aeb-4061-bc0f-3db7b0943811,verifikasi gagal karena foto kurang jelas tapi ketika mau verifikasi ulang dengan upload ulang berkas tidak bisa tempat unggah berkas sepert sudah terkunci,negatif,0
16,a5394792-7e76-4705-8aab-df488fab5691,transfer gratis pake va cuma bisa x sebulan jadi setiap transfer harus nunggu sampai menitan sampai selesai meskipun udah verif acc sayang banget padahal udah enak pake flip,negatif,0
17,a5b05954-8277-4446-a5d6-1f35d9b72075,jujur versi lama lebih nyaman makenya kalo dulu riwayat transaksi bisa dipake ulang unt melakukan transaksi yg sama kalo yg skr gak bisa lebih nyaman make versi lama,negatif,0
18,aa0f9cdc-ad59-4e5c-b170-057904fa7472,saran untuk transfer uang ke luar negeri bukti transfer hanya berbentuk mata uang luar negeri sebaiknya uang idr juga tertera pada bukti transaksi dalam idr jika saya ingin mengetahui berapa nilai nominal idr saya terpaksa lihat mutasi dibuku rekening,positif,1
19,2093a7bb-546d-470b-af2f-519fb8ac3004,dulu seneng banget pake flip beneran gratis dan cepat langsung proses sangat membantu tapi kecewa banget sekarang harus bayar rp untuk yg cepat padahal di butuhan untuk transaksi jual beli yg cepat padahal banyak transaksi nya kalo ga gratis apa beda nya sama aplikasi sebelah,negatif,0
20,38198de4-e3c6-4b8b-9f19-b4ed6b577894,saya pribadi user aplikasi flip tiap hari karena sangat membantu dan memudahkan transaksi tapi kenapa flip sekarang ketika udah transaksi x dalam bulan pas mau transaksi lagi harus nunggu menit biar gratis kalau menit harus berbayar semoga kedepannya bisa di ubah lagi system nya untuk kenyamanan pengguna flip,positif,1
21,f14f0a51-05a3-498e-90f4-c07b4d881c5a,diawal sangat menghemat biaya transaksi antar bank mudah dan cepat sampai ke rekening tujuan tp skrg kl sdh lebih limt juta biayanya sama saja dgn bank dan yg gratis ga sepenuhnya gratis krn kode angka dibelakangnya jg dibebankan waktu tunggunya jd lumayan lama,negatif,0
22,ad31bb44-ae2b-44b3-a07b-50fb70b84c45,dulu suka bngt sama flip tp knp skrg biayanya jd makin besar dlu trf kode digitnya gak sama ribuan rb trf skrg kode uniknya dlu pdhl gak ada gak sesuai sama iklannya,negatif,0
23,93e7cb74-1050-4bf6-941e-75e757e5fcd1,kenapa sy tdk bisa transfer pake saldo flip setiap mau transaksi selalu diarahkan transfer ke flip tuk di sampaikan ke tujuan mohon penjelasan klu mau diupdate sy tdk menemukan upadate di playstor disitu pilihan buka saja,negatif,0
24,d158610a-c4ee-498f-9e53-83f13dec052c,akhir ini flip tdk bs untuk transaksi transfer internet hp sy lancar browsing lancar buka aplikasi flip saat buka menu lancar tetapi saat klik menu transfer dan pilih no rekening tujuan selalu ada notifikasi koneksi tdk stabil pastikan jaringan internet kakak lancar akhirnya gak bs transfer pdhl selama ini sy lancar saja melakukan transfer antar bank melalui flip sudh coba ganti koneksi dari wifi first media ke kuota hp sama saja,negatif,0
25,4b66c215-ced4-4f22-b1fa-eb895108c5f8,agak sedikit kecewa dengan jaringan flip karena saya buka semua aplikasi berbayar itu lancar namun pada saat buka flip dan ada perlu untuk cepat tidak bisa alasanya jaringan lambat padahal kalau untuk buka youtube jaringan sampe mbps,negatif,0
26,6b2e4c74-ed48-4ef4-9141-f51229a13bf9,awalnya pake flip tuh ngebantu banget transaksi transfer berjalan lancar loh kok anehnya pas hari ini aku transfer gagal terus notifikasinya bilang nomor rekening tidak terdaftar saya ulangi lagi tetep sama pas cek saldo saldonya kepotong duitnya ga ke kirim saldonya kepotong itu gimana pertanggung jawabannya questionmark questionmark exclamationmark ngehubungi cs nya lama bgt respondnya kesel,negatif,0
27,07525a15-79d1-4b0c-92a6-f1862196f41d,saya pelanggan setia flip selama ini akan tetapi setelah ada pembaharuan dari fitur flip kenapa tranfer uang menjadi lama sekali dan saat ini flip lagi error atau bagaimana transferan saya belum terkirim dan dibatalkan malah tidak bisa klik bantuan juga tidak muncul bagaimana ini admin questionmark,negatif,0
28,0187411b-ec52-4694-9a23-e6bd26023255,keren bgt sih sangat membantu tp sayang sekali akhir ini sering pemeliharaan dan makin lola agak kecewa padahal dulu sblm terkenal bagus bgt nih aplikasi semoga bisa kembali lancar seperti dulu,negatif,0
29,4fdf9d5e-29c2-4d24-9b5a-0d34854af32c,tetiba tidak bisa dibuka provider tidak terhubung padahal buka aplikasi lain bagus aja pke telkomsel pke indosat juga tidak mau udah up date apk restart juga tidak mau padahal sehari transaksi pke aplikasi ini,negatif,0
30,c6e281a5-6b90-49ec-8e23-732494e144c4,semenjak di update tampilan aplikasinya memang lebih bagus hanya sayangnya lebih berat jadi lemot sekali kalau harus tf ke banyak tujuan sedangkan di ponsel suami juga ada akun flip yg belum update malah ringan sekali tidak lemot samasekali,negatif,0
31,40c78b51-d63d-48e9-a727-6dbac5252346,hallo flip honestly flip ini sangat membantu dan lagi membuat kita lebih hemat dengan gratisnya transaksi antar bank atau e wallet namun saran saya seharusnya saldo flip bisa digunakan langsung untuk transfer saya biasanya melakukan top up dan menyimpan saldo di flip namun ternyata saat mau ditransfer itu tidak bisa melainkan harus tarik koin dulu baru melakukan transfer sedangkan tarik koin pun hanya bisa x sehari semoga sarannya diterima ya thanks,positif,1
32,5c59b103-99ff-4d54-ad8e-73904d36abe3,respon keluhannya lumayan lama responnya udh hr belum ada solusi mau ganti nomer hp saja krn nomer hp lama kartunya dah mati tiba logout jdi gak bisa login di hp dg nomor baru saran saja untuk kode otp dikasih opsi kirim via email yang terdaftar juga karena kasus kayak saya ini nomer hp gak aktif susah,positif,1
33,68765338-0e51-431d-8504-50c9bf63c010,akhrinya jam transaksi nyangkut dana sudah kembali ke koin semoga flip bisa improve untuk kendala seperti ini meskipun bukan pada area flip itu sendiri tapi kami harap flip lebih informatif jika ada kendala pada bank tujuan thanks,positif,1
34,56c7007e-cf4b-46cd-9906-77a0b25bb2b2,saldo pulsa saya belum masuk juga sudah menit saya beli pulsa dengan harga dengan kode unit jadi saya transfer karena saya salah tapi saldo pulsa saya belum masuk juga penipuan exclamationmark exclamationmark exclamationmark,negatif,0
35,6513a228-2a55-40e9-b2ab-4dc5876e12a7,kecewa banget sama flip tiba tiba terlogout udah reset pass login langsung minta pin toh kalo reset pass harusnya pin jg bisa reset langsung lah karena lupa pass dan pin jadi gk bisa memakai layanan flip karena pas login langsung ke halaman pin jadi gk bisa berbuat apa apa karena lupa pin exclamationmark tolong di benerin tuh bossku,negatif,0
36,5f300cfb-2824-43ee-a5d6-42c63b9e6c8a,ini aplikasinya bagus hemat tetapi sejak saya update aplikasi yang baru jelekkkkkkkkkknyq minta ampun pengirman lamaaaaa sekali ribet sekali saya lebih suka aplikasi yg lama dulu bagus cepat dan gampang coco utk ut kami yg pemula yang gaptek maaf cuma ksh bintang,negatif,0
37,0f439a82-45a5-4d43-8b1c-eba712b6bf17,saya pengguna flip proses transaksinya lelet sekali mohon ditingkatkan mau isi pulsa kalau buru gabisa sempat ga keburu,negatif,0
38,37199dbe-e876-45d0-8772-97f730735d3f,udah lumayan lama pakai flip heran kenapa makin kesini makin ribet koin flip gk bisa langsung pindah ke saldo dan kalau mau narik koin harus kirim ke rekening bank atas nama akun gak bisa ats nama orang lain minta tolong la flip makin mempermudah kedepannya jangan tambah sulit dan dibuat ribet,negatif,0
39,f7fbab03-a96b-49c8-b0b8-5a24ab16f9f6,pembayaran dengan virtual account bca belum tersedia tadi transaksi ke shopee pay via btpn lama banget verifikasi nya hampir menit sering maintenance kalo malem jadi kalo malem gak bisa transfer dadakan trus ditingkatkan layanannya ya kak instagram nya menarik tapi yang penting isi layanan nya itu kak,negatif,0
40,b3e5d2c5-57d1-431a-bd2f-bbc44bb8f09c,lumayan membantu tp sayang aplikasinya lemot dan mohon dipermudah untuk terhubung dengan customer service misal via chat di aplikasi karena kalau telf mahal sekali karena cs ngomongnya krg to do poin dan ada kalimat pengantarnya jg lmyn lama mksh,negatif,0
41,aee6e9ec-2c65-48b2-8c1a-a0287b28b46b,awalnya ok banget transfer bebas biaya lewat flip dan lumayan cepat tapi sekarang agak lama waktunya   semenjak ada notif pembaharuan aplikasi relatif jauh lebih baik,positif,1
42,294a8bd2-b8a2-4765-9918-9171595111dd,sebenarnya membantu dan saya pakai sebelum nya tdk ada masalah namun td saya tf e wallet gagal padahal sudah transfer dr mbanking berhasil saya kira error dr pihak bank atau aplikasi e walletnya tp saya coba isi saldo e wallet langsung dr mbanking berhasil berarti mbanking dan e walletnya tdk masalah sudah telpon diminta menunggu hari padahal saya mau menggunakan e walletnya saat itu juga hahaha baru kali ini saya ada kendala selama menggunakan flip,negatif,0
43,eee6b64b-ea72-458a-9657-a17e76ed56b2,pengen update versi terbarunya tp krn memori hp tak cukup shg gagal trs update nya  klo bs sih versi lamanya tetap bs d gunakan dong aq lbh suka pke versi yg lama krn sdh terbiasa menggunakannya dan tdk perlu kita menghapus bbrp aplikasi d hp qu lg klo mau update versi terbaru update versi baru bikin tambah memori,negatif,0
44,3cf93cb6-896a-4c49-b8ae-4b2a902359cd,alhamdulillah aplikasi ini sangat mambantu saya khususnya untuk tetap dapat menghemat pengeluaran untuk membeli pulsa ataupun kuota data termasuk paling murah dan kini pun bisa transaksi jam semoga flip terus konsisten menjaga kualitas dan kepuasan penggunanya dan semoga aplikasi ini terus dapat bermanfaat dan meningkatkan fitur fitur terbaru yang dapat memanjakan penggunanya terima kasih flip ,positif,1
45,2eba6074-ce7a-46cb-908c-879213776860,pengguna flip harap berhati hati saat transaksi harus diliat mutasi rekeningnya kejadian saya transfer agust baru kelihatan tanggal agust pas lihat dari mutasi terdebet x walaupun bisa di refund wajib cek mutasi agar tidak terjadi double debet rekening terima kasih,positif,1
46,6a584ebc-6b20-4bbc-94af-04210e92556b,beli pulsa gagal melulu dananya masuk ke koin flip pas mau dipake koin flip nya buat isi e walet atau tf krekening jga gak bisa cuma ada pilihan trnsfer dari bank aja pdhal sblumny bisa isi plsa ato tf dari koin flip uang jadi ketahan di koin flip admin tlg bantu dong karna akhir ini performa flip sdkit menurun yaa pdhl udah diupdate aplikasinya tlg diperbaiki lagi yaa admin biar pengguna setia flip gak kecewa dan perpindah hati terima kasih,negatif,0
47,ec263676-93db-4d7b-b05b-1496dd2859b5,transaksi sy gagal akhirnya uang masuk ke koin dan hanya bisa dicairkan di bank tertentu dengan nama sesuai nama akun menyulitkan sih ini masak harus buka rekening bank dulu hanya utk cairkan koin mohon dipertimbangkan  mungkin bisa ditransfer ke segala rekening atau masuk saldo utk pelayanan lainnya baik,negatif,0
48,75e55e1b-f193-4e11-a537-1f73c177025d,sekarang jadi lelet dulu lbh enak klo mau isi shopeepay lancar aja walaupun kadang agak lama di jam tertentu sekarang stlh ada fitur e walet sdh x gagal kirim ya walaupun uang kembali dan bisa ditarik k rekening lagi,negatif,0
49,12ad835f-fac2-4d56-9b8d-33da41ac1fd8,flip saya tahu tdk bisa diakses alasan provider tdk bs terhubung dg flip padahal selama ini tdk pernah ganti kartu sim dan internet ttp on chat dg flip sy klik hasilnya blank putih tdk bs akses apa sdh sy uninstall x ttp sama aja,negatif,0
50,db4a3be0-f44d-4510-a536-67552da7276c,proses transaksinya sekarang lama banget yang dulunya hanya menit sekarang udah menit dan untuk proses cepatnya menin dikenakan biaya untuk transaksinya pilihan transaksinya sekarang di jadikan pilihanya beda dengan dulu pelayanannya lebih bagus yang dulu,negatif,0
51,ad4a502c-151f-45e9-8647-7b626c6185d2,min kok durasinya transfernya sekarang makin lama questionmark questionmark masak harus nunggu menit sedangkan banyak pengguna yang terkadang kepepet pingin cepat setidaknya dikembalikan seperti biasa atau lebih cepat lagi min,negatif,0
52,7210e346-d778-4a2b-86ba-3b9877944f83,hari terakhir kirim bukti pembayaran gak bisa padahal formatnya udah jpg akhirnya bisa tapi baru bisa pagi ini di e mail juga gak menjawab sebelumnya memang salah nominal tapi ini udah refund baru malah dibilang salah nominal terus bukan menjawab masaah format ss bukti,negatif,0
53,283e59a0-3bb7-481c-815f-a973d5713c55,sekrang kok transfrny lama banget sih sampe menit baru bisa tolong dipercepat dong terus saldo flip itu kok kosong y padahal poin flipnya terisi jd point filp itu tidak bisa dimanfaatkan untuk ditransfer,negatif,0
54,ef5132de-ec8f-4df5-a98f-2b176732bac4,sebelumnya suka banget sama flip tapi setelah di perbaharui kok harga pulsa makin mahal questionmark selain itu banyak produk yang tidak bisa di beli kecewa,negatif,0
55,0a05d596-8fbe-4ba5-b538-14413f0b0ac0,topup transfer lama ada aja kendalanya bahkan lbh dari mnt ga kekirim trus gagal untungnya bisa refund coba kalau ga bisa refund questionmark tolong diperbaiki lbh baik walau nambah biaya tf k it okay karna saya sring pakai buat transaksi shopee,negatif,0
56,6d57c621-f503-4d14-97b4-ad2127355804,saya pengguna setia flip sudah hampir tahun ini saya menggunakan app flip tapi entah kenapa akhir akhir ini sering terjadi kendala dan yang paling sering terjadi kendala adalah ketika melakukan pembayaran token listrik dan pulsa lama sekali pengecekan nya kecewa sekali dengan flip di saat butuh cepat malah lelet banget padahal juga internet aman lancar cuma flip nya aja lelet semoga segera di perbaiki dan lebih baik lagi,negatif,0
57,0b78813f-e140-4f55-85fc-fd98c12acae1,sudah hampir tahun menggunakan flip sebetulnya kecewa tidak benar gratis biaya admin ternyata diatas limit masih kena admin tapi ya sudah lah sedikit mengurangi biaya admin yang kalau di total bisa nyampe ratusan per hari nya,negatif,0
58,444cf109-6ec6-40f5-8191-68129547be4a,haloo transaksi flip sekarang kenapa ya terutama transaksi pulsa telkomsel tidak bisa terus respon nya layanan tidak tersedia padahal biasanya lancar,negatif,0
59,64cd2792-9ed0-4a3a-a86a-f92040edb47b,sangat terbantu dengan adanya aplikasi kirim uang namun kekurangan nya limit nya masih sedikit saya harap kedepan nya di tambah lagi limit gratis nya saya yaqin pasti bnyak yg mau download flip,positif,1
60,8e41b332-1df5-4eaf-80d9-16998982169e,saya sudah pakai flip beberapa tahun ini tapi akhir ini banyak kendalanya mulai dari proses pengiriman yang lama belum lagi prosesnya ada kendala yang harus menunggu sampai hari kerja menit menunggu masih oke tapi kalau hari kelamaan,negatif,0
61,ff3f339e-db2f-410b-9288-472e641dac6d,kenapa ya setelah hampir setahun pake flip untuk transaksi transfer maupun beli token listrik baru kali gak bisa lakukan transaksi dgn alasan gk jelas pas lagi butuh malah gk bisa saya sangat kecewa,negatif,0
62,955beca8-0f7a-4722-8364-77bfd7b27693,update tolong donk saat pengiriman gagal atau dibatalkan ada menu tersendiri dan pemberitahuannya karna sudah percaya terkirim saat selesai pengiriman tidak pernah buka aplikasi lagi taunya transaksi gagal update sudah banyak tambahan bank yg bergabung tolong tambahkan bank bjb sangat membantu dalam proses pengiriman uang antar bank,positif,1
63,adef149e-ffa4-45c8-8ceb-144619840212,udah lama menggunakan flip tapi entah kenapa akhir ini proses pengiriman uang dri glip ke bank lama prosesnya alasannya lgi bermasaah banknya tpi pas aku transfer dri bank tersebut lancar saja tidak ada kendala mohon diperbaiki flip,negatif,0
64,a1b05993-ac60-4af8-adba-65635e1e900a,saya memakai nokia flip sekaran jadi banyak fiturnya tapi lemot nulis angka pun sangat lama yang sering berakibat salah nulis angka dan yang lainnya pun sama lemot tolong diperbaiki,negatif,0
65,7b10597f-0b06-4344-a580-3d739cd631e1,sepertinya rekwning transfer nya hanya beberapa bank besar saja ya tambahin rekening bank sumbar bank nagari donk flip sebagai rekening transfernya kalau untuk rekening tujuan sudah ada sih bank sumbar oiya katanya yg berlogo bulan sudah bisa transfer jam tp kok diprosesnya besok siang,positif,1
66,df3c7f36-4f09-450b-8a8d-a01d0cef71da,sudah coba x transfer berbeda bank aman aja lancar dan juga cepat meski tiap transfer harus ada nominal lebih beberapa perak dari nominal utama yg kita kirim lebihannya masuk ke saldo akun kita di flip dan gak hilang mau di ambil lagi tapi belum bisa karena minimal transfer perbankan kan ribu tapi bisa dibeliin pulsa lewat aplikasi ini,positif,1
67,2b18040a-1336-47dc-b51c-0d7611ba97cf,saya sudah lama menggunakan flip tapi kenapa hari ini transaksi pulsa lewat saldo gagal terus transaksi dibatalkan padahal saldo masih ada banyak mana urgent itu yang beli pulsa duuh kecewa sih ini jadi mulai ragu mau tranfer ini,negatif,0
68,793d0695-a65c-4593-a92a-dcdecaa43283,saya mengalami kendala saldo tidak muncul yg ada tampilan sedang sedang gangguan sudah seharian hub i customer flip tapi ditanyakan berulang kali masalah saya apa questionmark questionmark saya smpe capek menjawab seperti nya customer support tidak memahami screenshot yg saya kirim sehingga bertanya hal yang sama tolong diperbaiki layanannya saya kecewa sekali satu harian tidak bisa transaksi dan customer support tidak paham masalah saya dan tidak punya solusinya sudah sehari an chat,negatif,0
69,bda3aaa5-18f7-4123-9f40-89e1ee118617,gratis berkali kali top up dab transfer ke bank manapun bhkn sampai ke luar negri dgn kurs yang bersaing mau hemat ya pakai flip aja bener bener sesuai sekali dengan iklan yg ada di tv dan yt transaksi mudah cepat dan aman karena flip sudah berlisensi dan diawasi bi,positif,1
70,ee8a864d-c3af-421f-91bc-d3e0b3e280d7,daftar flip dari awal awal jaman verifikasi ktp harus ketemu langsung sama pihak flipnya janjian waktu itu di mcd atau kfc salemba sesetia itu sama flip meskipun sekarang sudah banyak aplikasi yang menawarkan pelayanan serupa namun beberapa bulan terakhir aplikasinya sering susah dibuka alasannya jaringan tidak stabil padahal baik paket data maupun wifi lancar dan normal tapi khusus untuk buka flip selalu muncul notif begitu,negatif,0
71,16bf9544-5d42-41fe-b366-29286adb5682,sebenar ny aplikasi ini bagus cuma dia suka terlog out sendiri dan sekarang kalo mau masuk lagi ribet terlalu banyak ngisi ini itu tolong dong di permudah seperti awal dan kendala saya adalah saya mau masuk sedangkan no handphone saya sudah lama mati jadi saya bingung bisa di bantu questionmark questionmark,positif,1
72,b5bad798-4b4d-4c9d-a59c-b28ef4d5aef5,aku suka biayanya murah lagi sekarang nunggu menit utk konfirmasi udh ditransfer sebelumnya cuma menit aku kurangi bintangnya deh krn lebih lama semenjak di upgrade jadi males sm fiturnya mungkin kalau ada aplikasi lain yg lebih bagus dr flip kemungkinan akan beralih ke lain but thnks flip afterall,positif,1
73,23aa4c04-28b9-45f9-92f2-da6ae50cc468,awalnya senang pake flip tapi makin ke sini skrng kalau transfer gratis nya lama bgt padahal biasanya gak selama ini,negatif,0
74,4f0b04ce-9b23-4126-98ae-1c0c4ddb5f24, dulu sebenarnya sih udah bagus untuk aplikasinya hanya kendalanya tuh setiap di atas jam pembayaran via bca selalu mt semoga kedepannya pembayaran via bca bisa jam,positif,1
75,2246f56e-6685-4559-b8ed-ed85f1f01e66,sebenarnya aplikasinya sangat membantu tapi makin lama kok makin lambat ya prosesnya apa sengaja ya supaya berubah jd berbayar sedangkan kuota kan sudah tersedot banyat kok makin lambat gag seperti awal launching    ,positif,1
76,d4c4ff25-c037-4b8f-81ed-da99613e6f77,tambahkan lagi metode transfernya dong lewat bank kaltim bpd mau transaksi kebank lain susah kalau gak ada metode transfer lewat bank kaltim bpd mohon bantuannya terimakasih,positif,1
77,5642bc73-2310-4049-a679-73f009deea0a,bebas biaya transfer tetapi ketika chat dengam tim flip terkait kendala verifikasi akun sangat lambat dan tdk terselesaikan mohon diperbaiki,negatif,0
78,a2969f45-4b54-4506-afa6-c8902aa87669,baru download sudah sampai memasukkan pasword dan nama pas di klik daftar kenapa nggak bisa ya min questionmark padahal udah berkali mohon pencerahnnya min  ,negatif,0
79,d83ca362-e97a-4877-9087-ddfba8ba250a,saya salah satu pengguna setia flip karena saya selalu menggunakan flip utk berbagai transaksi namun akhir akhir ini pd transaksi transfer selalu lama dan bahkan ada fitur menit saya sudah coba yg berbayar tetapi masih saja lamaa tolong di perbaiki lg sistemnya saya pribadi lebih suka sistem yg dulu di banding sekrang tolong di perhatikan lagii,negatif,0
80,adbfbf4f-d594-486c-9202-64ea04fc10fe,yang mau ngehemat dan ngehindarin biaya transfer beda bank kalian harus cobain aplikasi satu ini tinggal daftar gunain p c b m trus lengkapin pendaftaran kalian bisa langsung test transfer lewat flip dari mbanking kalian ke e wallet masing masing coba aja kirim ntar ada deh laporannya di flip kamu hemat berapa berapanya selamat mencoba ya,positif,1
81,73a93aee-19c8-477c-82a3-be5ba24a5553,suka bgt sih pake flip andalan tp untuk transfer transaksi dari bank bpd gak bisa ayo doong tambahkan bank lain biar makin toooooooop,positif,1
82,8ef9558d-7d12-4b0a-b35b-fac2c047e99b,akun flip saya logout sendiri terakhir pakai baru hari lalu diminta login lagi saya login tidak bisa email pasword padahal sudah sesuai hanya problem disitu selama pemakaian tidak ada kendala tp sekarang gak bisa dibuka lagi,negatif,0
83,b83fef44-2caf-4606-afe6-dd60274786a9,pas mau pilih rek yang akan di transfer selalu ga bisa ada pemberitahuan koneksi tidak terhubung,negatif,0
84,262ca0fe-fa85-4250-985e-b871e7fbe059,parah vertifikasi gagal terus masa no hp bs beda questionmark questionmark aneh tiba ngulang dr awal lagi transaksi sebelumnya hilang smua,negatif,0
85,df9aef9c-8087-4adc-8576-ea23c4c2bc1f,apk nya berat jd kbukanya lama lemot bngt tidak bisa tf uang dari saldo coin flip nya untuk keseluruhan sih ok,positif,1
86,843908b3-9b88-4a62-bbbf-1d2528e29861,awal nya aku jatuh cinta sekali dengan aplikasi ini membantu banget tapi lama ke lamaan udah bnyak banget aturan baru transfer menjadi sangat lambat ada pilihan transfer gratis menit transfer biaya rp menit kan menyabalkan,negatif,0
87,a8447e89-0cbd-4785-b025-26fb2292b982,saya masih belum bisa transfer uang setiap top up masuk ke koin menu saldo belum bisa aktif saya coba ber kali melihat petunjuk ttp tidak bisa,negatif,0
88,83da43f0-b1eb-4dcb-b795-0c555c230328,transaksi pertama kali harus nunggu menit abis itu gagal pula ngajuin refund juga ga real time harus nunggu jam malem dulu itupun kalo ga molor sampe besokannya lagi questionmark what a worst of first impression kalo udah di refund bakal uninstall aja deh kapok,negatif,0
89,f18ed0c5-2a15-4227-b61c-21fe5c4d142f,bisaa ga kalau pemeliharaan itu di atas jam malem gitu jam malam mau di gunain bank yg dipakai tuk transfer peliharaan sampe jam setengah pagi,negatif,0
90,9db74272-2142-4568-ad9a-da7010079e95,sekarang susah klau mau trfer pakai intetnet dari mobile data ga bs mesti cari wifi yg sinyal kuat pdhal aplikasi lain perbankan transaksi pakai mobile data lancar sja,negatif,0
91,586dd991-422b-4dad-9f3e-fd9db6a717dd,alhamdulillah sangat terbantu dgn apk flip bisa menghemat setiap transaksi permintaan refund pun di proses secara berkala tidak ada uang yg di potong sepeser pun malah kita disuruh nabung rupiah per transaksi klo yg ngeluh harus keluar ke atm buat tf solusi nya ya pakai mobile bangking dan sejenis nya supaya gak susah buat keluar ini pengalaman saya setelah hampir tahun pakai flip sekarang flip tampilan nya makin keren  semoga fiturnya sekeren tampilan nya ya,positif,1
