reviewId,content,score,label
6d57c621-f503-4d14-97b4-ad2127355804,"Saya pengguna setia flip sudah hampir 2 tahun ini saya menggunakan app flip, tapi entah kenapa akhir-akhir ini sering terjadi kendala, dan yang paling sering terjadi kendala adalah ketika melakukan pembayaran token listrik dan pulsa lama sekali pengecekan nya.. kecewa sekali dengan flip di saat butuh cepat malah lelet banget padahal juga internet aman, lancar.. cuma flip nya aja lelet... Semoga segera di perbaiki dan lebih baik lagi...",3,negatif
0b78813f-e140-4f55-85fc-fd98c12acae1,"Sudah hampir 1 tahun menggunakan flip, sebetulnya kecewa tidak benar2 100% gratis biaya admin ternyata diatas limit masih kena admin tapi ya sudah lah sedikit mengurangi biaya Admin yang kalau di total bisa nyampe ratusan per hari nya",3,negatif
444cf109-6ec6-40f5-8191-68129547be4a,haloo.. transaksi flip sekarang kenapa ya..terutama transaksi pulsa telkomsel tidak bisa terus.. respon nya layanan tidak tersedia padahal biasanya lancar,3,negatif
64cd2792-9ed0-4a3a-a86a-f92040edb47b,Sangat terbantu dengan adanya aplikasi kirim uang namun kekurangan nya limit nya masih sedikit. Saya harap kedepan nya di tambah lagi Limit gratis nya. Saya Yaqin pasti bnyak yg mau download flip,3,positif
8e41b332-1df5-4eaf-80d9-16998982169e,"saya sudah pakai flip beberapa tahun ini, tapi akhir2 ini banyak kendalanya, mulai dari proses pengiriman yang lama, belum lagi prosesnya ada kendala yang harus menunggu sampai 2 hari kerja.. 10 menit menunggu masih oke, tapi kalau 2 hari.. kelamaan..",3,negatif
ff3f339e-db2f-410b-9288-472e641dac6d,"Kenapa ya setelah hampir setahun pake flip untuk transaksi transfer maupun beli token listrik baru kali gak bisa lakukan transaksi dgn alasan GK jelas.pas lagi butuh malah GK bisa,saya sangat kecewa.",2,negatif
955beca8-0f7a-4722-8364-77bfd7b27693,"Update.. tolong donk saat pengiriman gagal, atau dibatalkan, ada menu tersendiri dan pemberitahuannya. Karna sudah percaya terkirim, saat selesai pengiriman tidak pernah buka aplikasi lagi. Taunya transaksi gagal. Update.. sudah banyak tambahan bank yg bergabung. Tolong tambahkan bank bjb.. Sangat membantu dalam proses pengiriman uang antar bank.",4,positif
adef149e-ffa4-45c8-8ceb-144619840212,"Udah lama menggunakan flip tapi entah kenapa akhir2 ini proses pengiriman uang dri glip ke bank lama prosesnya, alasannya lgi bermasaah banknya. Tpi pas aku transfer dri bank tersebut lancar saja tidak ada kendala. Mohon diperbaiki flip.",3,negatif
a1b05993-ac60-4af8-adba-65635e1e900a,"Saya memakai nokia 5.4, flip sekaran jadi banyak fiturnya, tapi lemot, nulis angka pun sangat lama yang sering berakibat salah nulis angka. Dan yang lainnya pun sama lemot. Tolong diperbaiki",2,negatif
7b10597f-0b06-4344-a580-3d739cd631e1,"Sepertinya rekwning transfer nya hanya beberapa bank besar saja ya. Tambahin rekening bank sumbar / bank nagari donk flip sebagai rekening transfernya. Kalau untuk rekening tujuan sudah ada sih bank sumbar. Oiya,katanya yg berlogo bulan sudah bisa transfer 24 jam,tp kok diprosesnya besok siang",4,positif
df3c7f36-4f09-450b-8a8d-a01d0cef71da,"Sudah coba 5x transfer berbeda bank aman2 aja, lancar dan juga cepat..meski tiap transfer harus ada nominal lebih beberapa perak dari nominal utama yg kita kirim, lebihannya masuk ke saldo akun kita di flip dan gak hilang. Mau di ambil lagi tapi belum bisa karena minimal transfer perbankan kan 10ribu, tapi bisa dibeliin pulsa lewat aplikasi ini.",4,positif
2b18040a-1336-47dc-b51c-0d7611ba97cf,"Saya sudah lama menggunakan flip, tapi kenapa hari ini transaksi pulsa lewat saldo gagal terus, transaksi dibatalkan, padahal saldo masih ada banyak. Mana urgent itu yang beli pulsa. Duuh kecewa sih ini, jadi mulai ragu mau tranfer2 ini.",3,negatif
793d0695-a65c-4593-a92a-dcdecaa43283,"Saya mengalami kendala saldo tidak muncul yg ada tampilan sedang sedang gangguan, sudah seharian hub i customer flip, tapi ditanyakan berulang kali masalah saya apa ?? Saya smpe capek menjawab , seperti nya customer support tidak memahami screenshot yg saya kirim sehingga bertanya hal yang sama,tolong diperbaiki layanannya, saya kecewa sekali, satu harian tidak bisa transaksi, dan customer support tidak paham masalah saya dan tidak punya solusinya sudah sehari an chat",2,negatif
bda3aaa5-18f7-4123-9f40-89e1ee118617,"Gratis berkali kali top up dab transfer ke bank manapun bhkn sampai ke luar negri dgn kurs yang bersaing. Mau hemat ya pakai flip aja, bener bener sesuai sekali dengan iklan yg ada di tv dan yt. Transaksi mudah cepat dan aman karena flip sudah berlisensi dan diawasi BI",5,positif
ee8a864d-c3af-421f-91bc-d3e0b3e280d7,Daftar flip dari awal-awal. Jaman verifikasi KTP harus ketemu langsung sama pihak flipnya. Janjian waktu itu di MCD atau KFC Salemba. Sesetia itu sama Flip. Meskipun sekarang sudah banyak aplikasi yang menawarkan pelayanan serupa. Namun beberapa bulan terakhir aplikasinya sering susah dibuka. Alasannya jaringan tidak stabil. Padahal baik paket data maupun wifi lancar dan normal. Tapi khusus untuk buka flip selalu muncul notif begitu.,3,negatif
16bf9544-5d42-41fe-b366-29286adb5682,"Sebenar.ny aplikasi ini bagus,, cuma dia suka terlog out sendiri.. Dan sekarang kalo mau masuk lagi ribet,, terlalu banyak ngisi ini itu.. Tolong dong di permudah seperti awal.. Dan kendala saya adalah,, saya mau masuk sedangkan no handphone saya sudah lama mati.. Jadi saya bingung,, bisa di bantu??",4,positif
b5bad798-4b4d-4c9d-a59c-b28ef4d5aef5,"Aku suka... Biayanya murah lagi. Sekarang nunggu 25 menit utk konfirmasi udh ditransfer. Sebelumnya cuma 10 menit. Aku kurangi bintangnya deh krn lebih lama. Semenjak di upgrade jadi males sm fiturnya. Mungkin kalau ada aplikasi lain yg lebih bagus dr Flip kemungkinan akan beralih ke lain. But, thnks flip afterall.",4,positif
23aa4c04-28b9-45f9-92f2-da6ae50cc468,Awalnya senang pake flip . Tapi makin ke sini skrng kalau transfer gratis nya lama bgt . Padahal biasanya gak selama ini,4,negatif
4f0b04ce-9b23-4126-98ae-1c0c4ddb5f24,"â­4 dulu, sebenarnya sih udah bagus untuk aplikasinya. hanya kendalanya tuh setiap di atas jam 18.00 - 03.30 pembayaran via BCA selalu MT. semoga kedepannya pembayaran via BCA bisa 24Jam",4,positif
2246f56e-6685-4559-b8ed-ed85f1f01e66,"sebenarnya aplikasinya sangat membantu, tapi makin lama kok makin lambat ya prosesnya, apa sengaja ya, supaya berubah jd berbayar, sedangkan kuota kan sudah tersedot banyat, kok makin lambat gag seperti awalÂ² launching ðŸ˜“ðŸ˜“ðŸ˜”ðŸ˜”",4,positif
d4c4ff25-c037-4b8f-81ed-da99613e6f77,Tambahkan lagi metode transfernya dong lewat Bank Kaltim (BPD). Mau transaksi kebank lain susah kalau gak ada metode transfer lewat BANK KALTIM (BPD). Mohon bantuannya. Terimakasih,3,positif
5642bc73-2310-4049-a679-73f009deea0a,"Bebas biaya transfer,tetapi ketika chat dengam tim flip terkait kendala verifikasi akun sangat lambat dan tdk terselesaikan. Mohon diperbaiki.",4,negatif
a2969f45-4b54-4506-afa6-c8902aa87669,"Baru download, sudah sampai memasukkan pasword dan nama pas di klik Daftar kenapa nggak bisa ya min? Padahal udah berkali2, mohon pencerahnnya min ðŸ˜Š",3,negatif
d83ca362-e97a-4877-9087-ddfba8ba250a,"Saya salah satu pengguna setia flip, karena saya selalu menggunakan flip utk berbagai transaksi, namun akhir akhir ini PD transaksi transfer, selalu lama dan bahkan ada fitur 25 menit, saya sudah coba yg berbayar, tetapi masih saja lamaa. Tolong di perbaiki lg sistemnya, saya pribadi lebih suka sistem yg dulu di banding sekrang, tolong di perhatikan lagii",3,negatif
adbfbf4f-d594-486c-9202-64ea04fc10fe,"Yang mau ngehemat dan ngehindarin biaya transfer beda bank kalian harus cobain aplikasi satu ini,,,tinggal daftar gunain.. P C B M 8 0 5 2 ..trus lengkapin pendaftaran,,,kalian bisa langsung test transfer lewat flip dari mbanking kalian ke e-wallet masing-masing, coba aja kirim 50/100 ntar ada deh laporannya di flip kamu hemat berapa-berapanya. Selamat mencoba ya",5,positif
73a93aee-19c8-477c-82a3-be5ba24a5553,"Suka bgt sih pake flip, andalan. Tp untuk transfer/transaksi dari bank BPD gak bisa... Ayo doong tambahkan bankÂ² lain biar makin toooooooop.",4,positif
8ef9558d-7d12-4b0a-b35b-fac2c047e99b,"Akun flip saya logout sendiri, terakhir pakai baru 3 hari lalu, diminta login lagi, saya login tidak bisa, email & pasword padahal sudah sesuai. Hanya problem disitu, selama pemakaian tidak ada kendala, tp sekarang gak bisa dibuka lagi",3,negatif
b83fef44-2caf-4606-afe6-dd60274786a9,"Pas mau pilih rek. Yang akan di transfer, selalu ga bisa ada pemberitahuan koneksi tidak terhubung",2,negatif
